,state,city,isThereAuth,count
3657,PA,Sharpsburg,True,3
3658,XGM,,False,3
3659,WI,Cross Plains,True,3
3660,,Somerton,,3
3661,QC,Henryville,,3
3662,QC,Mont St-hilaire,,3
3663,,Montreal-Est,False,3
3664,,Sidney,,3
3665,,Maricopa,,3
3666,,Lavaltrie,False,3
3667,,"Laval, Ste Dorothee",False,3
3668,QC,Sainte-Anne-de-Bellevue,True,3
3669,,Church Cove,False,3
3670,,Henryville,False,3
3671,PA,Plum Boro,False,3
3672,QC,Brownsburg-Chatham,,3
3673,QC,Sainte-thérèse,,3
3674,OH,Brecksville,True,3
3675,,Dollard-Des-Ormeaux,True,3
3676,,Medicine Hat,False,3
3677,,Medicine Hat,,3
3678,QC,Les Coteaux,,3
3679,QC,Saint-Roch-de-l'Achigan,,3
3680,AZ,Somerton,,3
3681,WA,,False,3
3682,,Saint-Basile-le-Grand,,3
3683,QC,Henryville,False,3
3684,,Church Cove,,3
3685,NV,Summerlin South,False,3
3686,QC,Lacolle,False,3
3687,,McMasterville,,3
3688,,Belœil,,3
3689,,Ahwatukee,True,3
3690,,Plum Boro,,3
3691,,Sharpsburg,True,3
3692,,Terrebonne,True,3
3693,QC,St-Clet,False,3
3694,QC,Ste-Therese-de-Blainville,,3
3695,,Blainville,True,3
3696,ON,Bolton,True,3
3697,OH,Mayfield,True,3
3698,,Summerlin South,False,3
3699,ON,Halton Hills,True,3
3700,QC,Roxboro,,3
3701,ON,Bond Head,,3
3702,,Morgan,False,3
3703,IL,Mansfield,,3
3704,QC,Old Port of Montreal,,3
3705,,St. Léonard,,3
3706,,Robinson Twp.,True,3
3707,,Sainte-thérèse,False,3
3708,,Locust,True,3
3709,,Sainte-thérèse,,3
3710,,Saint-Roch-de-l'Achigan,,3
3711,,Maricopa,False,3
3712,,"Chomedey, Laval",,3
3713,QC,Blainville,True,3
3714,PA,North Versailles,True,3
3715,,Summerlin South,,3
3716,AZ,GILBERT,True,3
3717,AL,Calgary,False,3
3718,QC,Godmanchester,False,3
3719,QC,Farnham,,3
3720,,Côte Saint-Luc,,3
3721,,Aliquippa,False,3
3722,QC,Roxboro,False,3
3723,BC,,,3
3724,NV,Clark,False,3
3725,QC,Old Port of Montreal,False,3
3726,,Old Port of Montreal,,3
3727,,Sun Praiie,,3
3728,QC,Godmanchester,,3
3729,QC,Saint-Roch-de-l'Achigan,False,3
3730,QC,Terrebonne,True,3
3731,,Deerfield,,3
3732,QC,Montreal-Est,,3
3733,XGM,Oldham,,3
3734,QC,St-Clet,,3
3735,PA,Port Vue,,3
3736,WA,Canonsburg,False,3
3737,OH,Northfield Center Township,,3
3738,PA,East Pittsburgh,True,3
3739,,Sainte-Anne-de-Bellevue,True,3
3740,WI,Sun Praiie,,3
3741,,Farnham,False,3
3742,ON,Bond Head,False,3
3743,AL,,False,3
3744,ON,Sharon,,3
3745,,Bond Head,False,3
3746,NV,Summerlin South,,3
3747,BC,Richmond Hill,False,3
3748,OH,Richmond Height,False,3
3749,,Les Coteaux,False,3
3750,,North Braddock,False,3
3751,,Northfield Center Township,,3
3752,QC,Ange-Gardien,False,3
3753,PA,Robinson Twp.,True,3
3754,,Clark,,3
3755,ON,Kleinburg,True,3
3756,,Old Port of Montreal,False,3
3757,WI,Sun Praiie,False,3
3758,QC,Les Cèdres,,3
3759,,Ange-Gardien,,3
3760,PA,Oakland,True,3
3761,,Henryville,,3
3762,,Southeast Calgary,False,3
3763,CON,Church Cove,False,3
3764,,Aliquippa,,3
3765,,Lavaltrie,,3
3766,,Sainte-Geneviève,,3
3767,PA,Oakmont,True,3
3768,,Moon Township,True,3
3769,,Rosemere,True,3
3770,XGM,,,3
3771,QC,Saint-Basile-le-Grand,,3
3772,,Mansfield,,3
3773,,Brecksville,True,3
3774,AZ,Maricopa,,3
3775,,Oldham,False,3
3776,,McMasterville,False,3
3777,,North Braddock,,3
3778,,Sharon,False,3
3779,QC,Saint-Lambert,True,3
3780,QC,St. Léonard,,3
3781,PA,Hampton Township,True,3
3782,QC,St-Jean-sur-Richelieu,,3
3783,AB,Southeast Calgary,False,3
3784,AB,Southeast Calgary,,3
3785,,Roxboro,,3
3786,QC,Les Cèdres,False,3
3787,QC,Dollard-Des-Ormeaux,True,3
3788,,Brownsburg-Chatham,False,3
3789,PA,Port Vue,False,3
3790,,Mont St-hilaire,,3
3791,PA,Plum Boro,,3
3792,,Ste-Dorothée,False,3
3793,,Deerfield,False,3
3794,,Saint-laurent,,3
3795,BC,,False,3
3796,PA,Lower burrell,True,2
3797,OH,Richfield,True,2
3798,QC,Anjou,True,2
3799,,La Prairie,True,2
3800,ON,Caledon,True,2
3801,,Robinson Township,True,2
3802,,Upper Saint Clair,True,2
3803,OH,Mentor-on-the-Lake,True,2
3804,QC,Kirkland,True,2
3805,,Côte Saint-Luc,False,2
3806,OH,solon,True,2
3807,,Saint Laurent,True,2
3808,WI,Windsor,True,2
3809,,Aspinwall,True,2
3810,OH,Northfield Center,True,2
3811,ON,Beeton,True,2
3812,PA,Aspinwall,True,2
3813,,Kirtland,True,2
3814,NY,,True,2
3815,,LaSalle,True,2
3816,PA,Mt. Lebanon,True,2
3817,,Windsor,True,2
3818,NY,Rouses Point,True,2
3819,,kirtland,True,2
3820,AB,Rocky View,True,2
3821,,Beeton,True,2
3822,PA,Harrison City,True,2
3823,PA,Upper Saint Clair,True,2
3824,,Rocky View,True,2
3825,,Presto,True,2
3826,PA,Robinson Township,True,2
3827,,solon,True,2
3828,,Richfield,True,2
3829,QC,Saint-Hubert,True,2
3830,,Saint-Hubert,True,2
3831,,Maple Heights,True,2
3832,QC,Mascouche,True,2
3833,QC,Rigaud,True,2
3834,OH,Kirtland,True,2
3835,,Cheswick,True,2
3836,PA,Presto,True,2
3837,,Ranlo,True,2
3838,,Northfield Center,True,2
3839,,Rigaud,True,2
3840,,Trafford,True,2
3841,,"Laval, Pont Viau",False,2
3842,,Mt Lebanon,True,2
3843,NC,Ranlo,True,2
3844,PA,Trafford,True,2
3845,QC,LaSalle,True,2
3846,,Ravenna,True,2
3847,,Kirkland,True,2
3848,,Caledon,True,2
3849,QC,"Laval, Pont Viau",False,2
3850,PA,Mt Lebanon,True,2
3851,PA,Cheswick,True,2
3852,,Anjou,True,2
3853,QC,Saint Laurent,True,2
3854,,Mentor-on-the-Lake,True,2
3855,QC,La Prairie,True,2
3856,OH,kirtland,True,2
3857,,Rouses Point,True,2
3858,OH,Maple Heights,True,2
3859,QC,L'Île-Perrot,True,2
3860,,Lower burrell,True,2
3861,,Mt. Lebanon,True,2
3862,,Harrison City,True,2
3863,QC,Côte Saint-Luc,False,2
3864,,Mascouche,True,2
3865,,L'Île-Perrot,True,2
3866,OH,Ravenna,True,2
3867,PA,Turtle Creek,True,1
3868,,Phx,True,1
3869,,Châteauguay,True,1
3870,,South Park Township,True,1
3871,WI,De Forest,True,1
3872,,Grafton,True,1
3873,,Lower Burrell,True,1
3874,,Mont-Saint-Grégoire,True,1
3875,,Scottdale,True,1
3876,,Blawnox,True,1
3877,QC,St-Leonard,True,1
3878,QC,Chambly,True,1
3879,OH,East Cleveland,True,1
3880,ON,Etibicoke,True,1
3881,,Uxbridge,True,1
3882,PA,Regent Square,True,1
3883,,Stanley,True,1
3884,,St-Jerome,True,1
3885,PA,Heidelberg,True,1
3886,QC,"Laval, Pont Viau",True,1
3887,,Avalon,True,1
3888,ON,Uxbridge,True,1
3889,,La Salle,True,1
3890,PA,Baldwin,True,1
3891,,Bath,True,1
3892,,Medina Township,True,1
3893,,Mont-Saint-Hilaire,True,1
3894,AZ,Sun City West,True,1
3895,,Allentown,True,1
3896,ON,Clarkson,True,1
3897,OH,Sagamore Hills,True,1
3898,,Thornhil,True,1
3899,PA,Lower Burrell,True,1
3900,AB,Midnapore,True,1
3901,QC,Pointe-Aux-Trembles,True,1
3902,,Jefferson Hills,True,1
3903,NC,Midland,True,1
3904,,Apache Junction,True,1
3905,AZ,Apache Junction,True,1
3906,QC,La Salle,True,1
3907,OH,Medina Township,True,1
3908,OH,Copley,True,1
3909,,St Leonard,True,1
3910,NM,Las Vegas,True,1
3911,OH,Garfield Heights,True,1
3912,,Elizabeth,True,1
3913,,East Gwillimbury,True,1
3914,PA,South Park,True,1
3915,,Midnapore,True,1
3916,,De Forest,True,1
3917,,South Park,True,1
3918,,Westport,True,1
3919,,Etibicoke,True,1
3920,QC,Greenfield Park,True,1
3921,ON,East Gwillimbury,True,1
3922,QC,St-Benoît de Mirabel,True,1
3923,,Clarkson,True,1
3924,QC,Saint-Henri,True,1
3925,PA,Plum,True,1
3926,PA,South Park Township,True,1
3927,,Sunrise Manor,True,1
3928,,Belleville,True,1
3929,PA,Shaler Township,True,1
3930,,St-Benoît de Mirabel,True,1
3931,,Delson,True,1
3932,QC,St Leonard,True,1
3933,,Chambly,True,1
3934,QC,Mont-Saint-Hilaire,True,1
3935,,Baie-d'Urfe,True,1
3936,NV,Sunrise Manor,True,1
3937,PA,Jefferson Hills,True,1
3938,PA,Lower Lawrenceville,True,1
3939,,Downtown,True,1
3940,,Glen Williams,True,1
3941,OH,Norton,True,1
3942,,Mint  Hill,True,1
3943,,Fairport Harbor,True,1
3944,AB,Rocky View No. 44,True,1
3945,PA,springdale,True,1
3946,OH,Bath,True,1
3947,,Brookline,True,1
3948,WI,Belleville,True,1
3949,,"Laval, Pont Viau",True,1
3950,OH,Orange,True,1
3951,,Prévost,True,1
3952,WI,Brooklyn,True,1
3953,NC,Stanley,True,1
3954,QC,Rosemère,True,1
3955,,Harmarville,True,1
3956,,Midland,True,1
3957,QC,Mirabel,True,1
3958,,Squirrel Hill,True,1
3959,,Orange,True,1
3960,AZ,Scottdale,True,1
3961,,Indianola,True,1
3962,AB,Sainte-Adèle,True,1
3963,PA,Indianola,True,1
3964,PA,Harmarville,True,1
3965,,Kennedy Township,True,1
3966,,Springdale,True,1
3967,SC,Ft. Mill,True,1
3968,,Copley,True,1
3969,PA,Shadyside,True,1
3970,,Regent Square,True,1
3971,,Saint-Eustache,True,1
3972,NC,Blakeney,True,1
3973,PA,Downtown,True,1
3974,OH,Warrensville Hts.,True,1
3975,NM,,True,1
3976,,Rosemère,True,1
3977,,Baldwin,True,1
3978,QC,Mont-Saint-Grégoire,True,1
3979,,Warrensville Hts.,True,1
3980,PA,Blawnox,True,1
3981,,Shaler Township,True,1
3982,,Norton,True,1
3983,OH,Grafton,True,1
3984,PA,Allentown,True,1
3985,,Shadyside,True,1
3986,OH,Grand River,True,1
3987,,Sagamore Hills,True,1
3988,,Heidelberg,True,1
3989,,Montréal-Nord,True,1
3990,,Venetia,True,1
3991,AZ,Glendale Az,True,1
3992,PA,Upper St Clair,True,1
3993,,Garfield Heights,True,1
3994,ON,Glen Williams,True,1
3995,QC,Baie-d'Urfe,True,1
3996,,springdale,True,1
3997,QC,Delson,True,1
3998,,Glendale Az,True,1
3999,,Mirabel,True,1
4000,,Rocky View No. 44,True,1
4001,QC,St-Jerome,True,1
4002,,Blakeney,True,1
4003,NC,Mint  Hill,True,1
4004,,Côte Saint-Luc,True,1
4005,OH,Fairport Harbor,True,1
4006,QC,Prévost,True,1
4007,AZ,Youngtown,True,1
4008,,Saint Joseph,True,1
4009,NC,Cramerton,True,1
4010,QC,Côte Saint-Luc,True,1
4011,,Plum,True,1
4012,,Turtle Creek,True,1
4013,PA,Venetia,True,1
4014,,Lower Lawrenceville,True,1
4015,,Youngtown,True,1
4016,,Sun City West,True,1
4017,,St-Leonard,True,1
4018,PA,Avalon,True,1
4019,IL,Saint Joseph,True,1
4020,,Ft. Mill,True,1
4021,QC,Saint-Eustache,True,1
4022,PA,Springdale,True,1
4023,AZ,Phx,True,1
4024,,Greenfield Park,True,1
4025,OH,Concord,True,1
4026,PA,Squirrel Hill,True,1
4027,QC,Montréal-Nord,True,1
4028,,Grand River,True,1
4029,PA,Elizabeth,True,1
4030,,Pointe-Aux-Trembles,True,1
4031,,Cramerton,True,1
4032,QC,Châteauguay,True,1
4033,PA,Brookline,True,1
4034,ON,Thornhil,True,1
4035,NC,Westport,True,1
4036,,Upper St Clair,True,1
4037,,East Cleveland,True,1
4038,,Saint-Henri,True,1
4039,PA,Kennedy Township,True,1
